표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7054220009","054220","비츠로시스","비츠로시스","VitzroSys., Co. LTD","2001/12/26","KOSDAQ","주권","벤처기업부","보통주","500","61953081"
"KR7042370007","042370","비츠로테크","비츠로테크","Vitzro Tech Co., LTD.","2000/08/03","KOSDAQ","주권","우량기업부","보통주","500","26200025"
"KR7050090000","050090","비케이홀딩스","비케이홀딩스","BK Holdings","2004/06/29","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","19784735"
"KR7148780000","148780","비큐에이아이","비큐AI","BECU AI","2022/06/20","KOSDAQ","주권","기술성장기업부","보통주","500","31445725"
"KR7307870006","307870","비투엔","비투엔","B2En","2018/12/12","KOSDAQ","주권","벤처기업부","보통주","100","59564511"
"KR7377030002","377030","비트맥스","비트맥스","BITMAX","2021/07/27","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","42777440"
"KR7032850000","032850","비트컴퓨터","비트컴퓨터","BITComputer","1997/07/04","KOSDAQ","주권","벤처기업부","보통주","500","16623293"
"KR7049470008","049470","비트플래닛","비트플래닛","BITPLANET","2001/10/11","KOSDAQ","주권","중견기업부","보통주","100","117724498"
"KR7238200000","238200","비피도","비피도","BIFIDO. Co. Ltd","2018/12/26","KOSDAQ","주권","벤처기업부","보통주","500","8180000"
"KR7093190007","093190","빅솔론","빅솔론","BIXOLON Co., Ltd","2007/08/20","KOSDAQ","주권","우량기업부","보통주","500","19238905"
"KR7065450009","065450","빅텍","빅텍","VICTEK. Co., Ltd.","2003/02/05","KOSDAQ","주권","벤처기업부","보통주","200","28767755"
"KR7044480002","044480","빌리언스","빌리언스","Billions","2001/01/11","KOSDAQ","주권","중견기업부","보통주","100","80663728"
"KR7069540003","069540","빛과전자","빛과전자","LIGHTRON FIBER-OPTIC DEVICES","2004/02/13","KOSDAQ","주권","중견기업부","보통주","500","97607557"
"KR7072950009","072950","빛샘전자","빛샘전자","VISSEM Electronics Co., Ltd.","2012/03/21","KOSDAQ","주권","벤처기업부","보통주","500","8052610"
"KR7451250005","451250","삐아","삐아","BBIA.CO.,LTD.","2024/04/25","KOSDAQ","주권","벤처기업부","보통주","500","10225877"
"KR7143240000","143240","사람인","사람인","Saramin","2012/02/21","KOSDAQ","주권","우량기업부","보통주","500","11709263"
"KR7466410008","466410","사이냅소프트","사이냅소프트","Synapsoft Corp.","2024/11/19","KOSDAQ","주권","벤처기업부","보통주","500","5037023"
"KR7223310004","223310","사토시홀딩스","사토시홀딩스","Satoshi Holdings","2015/12/24","KOSDAQ","주권","중견기업부","보통주","100","26023214"
"KR7452430002","452430","사피엔반도체","사피엔반도체","Sapien Semiconductors Inc.","2024/02/19","KOSDAQ","주권","기술성장기업부","보통주","100","8218046"
"KR7419120001","419120","산돌","산돌","Sandoll, Inc.","2022/10/27","KOSDAQ","주권","중견기업부","보통주","500","14718362"
"KR7122350002","122350","삼기","삼기","SAMKEE CORP.","2010/03/19","KOSDAQ","주권","중견기업부","보통주","100","38339428"
"KR7419050000","419050","삼기에너지솔루션즈","삼기에너지솔루션즈","SAMKEE ENERGY SOLUTIONS","2023/02/03","KOSDAQ","주권","우량기업부","보통주","100","57196240"
"KR7014970008","014970","삼륭물산","삼륭물산","Samryoong","1992/12/29","KOSDAQ","주권","중견기업부","보통주","500","15125000"
"KR7018310003","018310","삼목에스폼","삼목에스폼","SAMMOK S-FORM CO.,LTD.","1996/05/03","KOSDAQ","주권","우량기업부","보통주","500","14700000"
"KR7012210001","012210","삼미금속","삼미금속","Sammi Metal Products Co., Ltd.","2025/12/29","KOSDAQ","주권","중견기업부","보통주","1000","22192012"
"KR7053700001","053700","삼보모터스","삼보모터스","SAMBO MOTORS CO., LTD.","2001/11/06","KOSDAQ","주권","우량기업부","보통주","500","25301951"
"KR7009620006","009620","삼보산업","삼보산업","SAMBO Industrial Co., Ltd.","1993/12/07","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","100","16386091"
"KR7023600000","023600","삼보판지","삼보판지","SAMBO CORRUGATED BOARD CO., LTD.","1996/05/29","KOSDAQ","주권","우량기업부","보통주","500","16008300"
"KR70044K0008","0044K0","삼성기업인수목적10호","삼성스팩10호","SAMSUNG SPECIAL PURPOSE ACQUISITION 10 COMPANY","2025/08/21","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","7520000"
"KR70071M0002","0071M0","삼성기업인수목적11호","삼성스팩11호","SAMSUNG SPECIAL PURPOSE ACQUISITION 11 COMPANY","2025/09/30","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5760000"
"KR70096B0006","0096B0","삼성기업인수목적12호","삼성스팩12호","SAMSUNG SPECIAL PURPOSE ACQUISITION 12 COMPANY","2025/11/28","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6580000"
"KR70115H0007","0115H0","삼성기업인수목적13호","삼성스팩13호","SAMSUNG SPECIAL PURPOSE ACQUISITION 13 COMPANY","2026/01/21","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","7350000"
"KR7009300005","009300","삼아제약","삼아제약","Sam-A Pharm. Co. Ltd","2000/07/19","KOSDAQ","주권","우량기업부","보통주","1000","6370000"
"KR7482630001","482630","삼양엔씨켐","삼양엔씨켐","SAMYANG NC Chem Corp.","2025/02/03","KOSDAQ","주권","중견기업부","보통주","500","21888280"
"KR7484590005","484590","삼양컴텍","삼양컴텍","SAMYANG COMTECH CO., LTD.","2025/08/18","KOSDAQ","주권","중견기업부","보통주","500","41210450"
"KR7036670008","036670","삼양케이씨아이","삼양케이씨아이","Samyang KCI","2001/01/03","KOSDAQ","주권","우량기업부","보통주","500","11270000"
"KR7060310000","060310","삼에스코리아","3S","3S KOREA CO., LTD","2002/04/23","KOSDAQ","주권","벤처기업부","보통주","500","53059040"
"KR7361670003","361670","삼영에스앤씨","삼영에스앤씨","SAMYOUNG S&C CO., LTD.","2021/05/21","KOSDAQ","주권","기술성장기업부","보통주","500","5667658"
"KR7054540000","054540","삼영엠텍","삼영엠텍","SAMYOUNG M-TEK CO. LTD.","2001/11/15","KOSDAQ","주권","중견기업부","보통주","500","13000000"
"KR7065570004","065570","삼영이엔씨","삼영이엔씨","Samyung ENC Co., Ltd.","2003/01/21","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","16093838"
"KR7014950000","014950","삼익제약","삼익제약","SAMIK PHARM. Co., LTD.","2025/10/27","KOSDAQ","주권","벤처기업부","보통주","100","9196413"
"KR7032280000","032280","삼일","삼일","SamIl","1997/03/15","KOSDAQ","주권","중견기업부","보통주","1000","16213590"
"KR7002290005","002290","삼일기업공사","삼일기업공사","SAMIL ENTERPRISE CO., LTD.","1992/11/30","KOSDAQ","주권","벤처기업부","보통주","500","12400000"
"KR7037460003","037460","삼지전자","삼지전자","SAMJI ELECTRONICS CO., LTD.","1999/12/16","KOSDAQ","주권","벤처기업부","보통주","500","16318522"
"KR7032750002","032750","삼진","삼진","Samjin","1997/07/14","KOSDAQ","주권","우량기업부","보통주","500","9031122"
"KR70013V0002","0013V0","삼진식품","삼진식품","Samjinfood Co., Ltd.","2025/12/22","KOSDAQ","주권","중견기업부","보통주","500","9918656"
"KR7054090006","054090","삼진엘앤디","삼진엘앤디","SAMJIN LND COMPANY LIMITED","2004/02/06","KOSDAQ","주권","중견기업부","보통주","500","24959232"
"KR7000250001","000250","삼천당제약","삼천당제약","SAM CHUN DANG PHARM CO. LTD","2000/10/04","KOSDAQ","주권","중견기업부","보통주","500","23457472"
"KR7024950008","024950","삼천리자전거","삼천리자전거","SAMCHULY BICYCLE CO., LTD","1995/01/04","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","13273577"
"KR7038500005","038500","삼표시멘트","삼표시멘트","SAMPYO Cement Co., Ltd.","2001/02/01","KOSDAQ","주권","우량기업부","보통주","500","107916306"
"KR7437730005","437730","삼현","삼현","SAMHYUN CO.,LTD","2024/03/21","KOSDAQ","주권","기술성장기업부","보통주","500","31707567"
"KR7017480005","017480","삼현철강","삼현철강","SAMHYUN STEEL Co., Ltd","2001/01/09","KOSDAQ","주권","우량기업부","보통주","500","15702890"
"KR7046390001","046390","삼화네트웍스","삼화네트웍스","SAMHWA NETWORKS Co.,Ltd.","2001/01/11","KOSDAQ","주권","중견기업부","보통주","200","43172933"
"KR7027580000","027580","상보","상보","SANG BO Co.,Ltd","2007/10/01","KOSDAQ","주권","중견기업부","보통주","500","59181279"
"KR7038540001","038540","상상인","상상인","Sangsangin Co., Ltd.","2000/08/18","KOSDAQ","주권","중견기업부","보통주","1000","55328313"
"KR7452670003","452670","상상인제4호기업인수목적","상상인제4호스팩","Sangsangin No.4 Special Purpose Acquisition Company","2023/09/14","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","5220000"
"KR7091580001","091580","상신이디피","상신이디피","SANGSIN ENERGY DISPLAY PRECISION CO.,LTD","2007/05/23","KOSDAQ","주권","우량기업부","보통주","500","13328219"
"KR7263810004","263810","상신전자","상신전자","Sangshin Electronics Co.,Ltd.","2017/10/16","KOSDAQ","주권","중견기업부","보통주","500","15924825"
"KR7089980007","089980","상아프론테크","상아프론테크","SANG-A FRONTEC CO., LTD.","2011/07/21","KOSDAQ","주권","우량기업부","보통주","500","15989037"
"KR7042940007","042940","상지건설","상지건설","Sangji Construction, Inc.","2000/10/19","KOSDAQ","주권","중견기업부","보통주","5000","6828712"
"KR7042600007","042600","새로닉스","새로닉스","SERONICS. CO., LTD.","2002/10/01","KOSDAQ","주권","중견기업부","보통주","500","12423574"
"KR7107600009","107600","새빗켐","새빗켐","Sebitchem Co., LTD","2022/08/04","KOSDAQ","주권","벤처기업부","보통주","500","5630054"
"KR7411080005","411080","샌즈랩","샌즈랩","SANDS LAB Inc.","2023/02/15","KOSDAQ","주권","기술성장기업부","보통주","100","15267638"
"KR7252990007","252990","샘씨엔에스","샘씨엔에스","SEMCNS Co., Ltd.","2021/05/20","KOSDAQ","주권","기술성장기업부","보통주","500","60217889"
"KR7378800007","378800","샤페론","샤페론","Shaperon Inc.","2022/10/19","KOSDAQ","주권","기술성장기업부","보통주","500","46243031"
"KR7294630009","294630","서남","서남","SuNAM Co., Ltd.","2020/02/20","KOSDAQ","주권","기술성장기업부","보통주","500","26366319"
"KR7038070009","038070","서린바이오사이언스","서린바이오","SeouLinBioscience CO., LTD.","2005/10/25","KOSDAQ","주권","우량기업부","보통주","500","9100676"
"KR7006730006","006730","서부티엔디","서부T&D","Seobu T&D Co.,Ltd","1995/10/06","KOSDAQ","주권","우량기업부","보통주","500","64926923"
"KR7079650008","079650","서산","서산","Seo San Co. Ltd.","2005/01/21","KOSDAQ","주권","중견기업부","보통주","100","20000000"
"KR7100660000","100660","서암기계공업","서암기계공업","SEOAM MACHINERY INDUSTRY CO., LTD.","2011/12/19","KOSDAQ","주권","중견기업부","보통주","500","12600000"
"KR7019770007","019770","서연탑메탈","서연탑메탈","SEOYON TOPMETAL CO., LTD.","2011/06/24","KOSDAQ","주권","우량기업부","보통주","500","11650000"
"KR7043710003","043710","서울리거","서울리거","SEOULEAGUER CO., LTD.","2002/07/11","KOSDAQ","주권","중견기업부","보통주","500","86562510"
"KR7092190008","092190","서울바이오시스","서울바이오시스","SEOUL VIOSYS CO., LTD.","2020/03/06","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","45868383"
"KR7046890000","046890","서울반도체","서울반도체","SEOUL SEMICONDUCTOR CO., LTD.","2002/01/17","KOSDAQ GLOBAL","주권","중견기업부","보통주","500","58305400"
"KR7063170005","063170","서울옥션","서울옥션","Seoul Auction Co. Ltd..","2008/07/01","KOSDAQ","주권","중견기업부","보통주","500","17774267"
"KR7027040005","027040","서울전자통신","서울전자통신","SEOUL ELECTRONICS & TELECOM","1999/12/03","KOSDAQ","주권","중견기업부","보통주","100","69588847"
"KR7018680009","018680","서울제약","서울제약","SEOUL PHARMA CO., LTD","2000/08/18","KOSDAQ","주권","벤처기업부","보통주","500","11659319"
"KR7036120004","036120","서울평가정보","서울평가정보","Seoul Information Service","1999/12/07","KOSDAQ","주권","중견기업부","보통주","500","35145000"
"KR7093920007","093920","서원인텍","서원인텍","SEOWONINTECH.CO.,LTD","2007/12/20","KOSDAQ","주권","우량기업부","보통주","500","18600000"
"KR7189860000","189860","서전기전","서전기전","SEOJEON ELECTRIC MACHINERY Co.,Ltd.","2014/12/24","KOSDAQ","주권","중견기업부","보통주","500","9698780"
"KR7178320008","178320","서진시스템","서진시스템","SEOJIN SYSTEM CO., LTD","2017/03/27","KOSDAQ","주권","벤처기업부","보통주","500","59240429"
"KR7122690001","122690","서진오토모티브","서진오토모티브","Seojin Automotive Co.,Ltd.","2010/05/25","KOSDAQ","주권","우량기업부","보통주","500","23079166"
"KR7140070004","140070","서플러스글로벌","서플러스글로벌","SurplusGLOBAL,Inc.","2017/01/25","KOSDAQ","주권","우량기업부","보통주","100","36988000"
"KR7011370004","011370","서한","서한","Seohan","1994/05/24","KOSDAQ","주권","우량기업부","보통주","500","100894865"
"KR7065710006","065710","서호전기","서호전기","Seoho Electric Co.,Ltd.","2002/07/16","KOSDAQ","주권","중견기업부","보통주","500","5150000"
"KR7035890003","035890","서희건설","서희건설","SEOHEE CONSTRUCTION CO., LTD.","1999/12/24","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","229808457"
"KR7357550003","357550","석경에이티","석경에이티","Sukgyung AT Co., Ltd.","2020/12/23","KOSDAQ","주권","기술성장기업부","보통주","500","5455000"
"KR7003100005","003100","선광","선광","SUN KWANG Co., Ltd","1999/12/21","KOSDAQ","주권","우량기업부","보통주","1000","6600000"
"KR7067370007","067370","선바이오","선바이오","SunBio, Inc.","2022/10/05","KOSDAQ","주권","기술성장기업부","보통주","500","12193555"
"KR7217620004","217620","선샤인푸드","선샤인푸드","Sunshine Food","2015/06/10","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","7035087"
"KR7171090004","171090","선익시스템","선익시스템","SUNIC SYSTEM Co., Ltd.","2017/09/20","KOSDAQ","주권","중견기업부","보통주","500","10102626"
"KR7086710001","086710","선진뷰티사이언스","선진뷰티사이언스","SUNJIN BEAUTY SCIENCE CO., LTD.","2021/01/27","KOSDAQ","주권","우량기업부","보통주","500","12203280"
"KR7014620009","014620","성광벤드","성광벤드","SUNG KWANG BEND CO., LTD.","2001/01/11","KOSDAQ","주권","우량기업부","보통주","500","26557364"
